tick, sec, speed, distance, spdacm, x, y, energy
34, 0.566667, 0.401221, 7.367397, 6.980469, 506.980469, 109.000000, 1120509333.333333
35, 0.583333, 0.411921, 7.779318, 7.382813, 507.382813, 109.000000, 1120499333.333333
36, 0.600000, 0.422580, 8.201899, 7.792969, 507.792969, 109.000000, 1120489333.333333
37, 0.616667, 0.433200, 8.635098, 8.214844, 508.214844, 109.000000, 1120479333.333333
38, 0.633333, 0.443779, 9.078877, 8.648438, 508.648438, 109.000000, 1120469333.333333
39, 0.650000, 0.454319, 9.533196, 9.093750, 509.093750, 109.000000, 1120459333.333333
40, 0.666667, 0.464819, 9.998016, 9.546875, 509.546875, 109.000000, 1120449333.333333
41, 0.683333, 0.475280, 10.473296, 10.011719, 510.011719, 109.000000, 1120439333.333333
42, 0.700000, 0.485702, 10.958998, 10.488281, 510.488281, 109.000000, 1120429333.333333
43, 0.716667, 0.496085, 11.455083, 10.972656, 510.972656, 109.000000, 1120419333.333333
44, 0.733333, 0.506429, 11.961512, 11.468750, 511.468750, 109.000000, 1120409333.333333
45, 0.750000, 0.516734, 12.478246, 11.976563, 511.976563, 109.000000, 1120399333.333333
46, 0.766667, 0.527000, 13.005245, 12.492188, 512.492188, 109.000000, 1120389333.333333
47, 0.783333, 0.537228, 13.542473, 13.019531, 513.019531, 109.000000, 1120379333.333333
48, 0.800000, 0.547417, 14.089890, 13.558594, 513.558594, 109.000000, 1120369333.333333
49, 0.816667, 0.557568, 14.647459, 14.105469, 514.105469, 109.000000, 1120359333.333333
50, 0.833333, 0.567682, 15.215140, 14.660156, 514.660156, 109.000000, 1120349333.333333
51, 0.850000, 0.577757, 15.792897, 15.230469, 515.230469, 109.000000, 1120339333.333333
52, 0.866667, 0.587794, 16.380691, 15.808594, 515.808594, 109.000000, 1120329333.333333
53, 0.883333, 0.597794, 16.978486, 16.394531, 516.394531, 109.000000, 1120319333.333333
54, 0.900000, 0.607756, 17.586242, 16.992188, 516.992188, 109.000000, 1120309333.333333
55, 0.916667, 0.617681, 18.203923, 17.601563, 517.601563, 109.000000, 1120299333.333333
56, 0.933333, 0.627569, 18.831493, 18.218750, 518.218750, 109.000000, 1120289333.333333
57, 0.950000, 0.637420, 19.468913, 18.847656, 518.847656, 109.000000, 1120279333.333333
58, 0.966667, 0.647234, 20.116146, 19.484375, 519.484375, 109.000000, 1120269333.333333
59, 0.983333, 0.657011, 20.773157, 20.128906, 520.128906, 109.000000, 1120259333.333333
60, 1.000000, 0.666751, 21.439908, 20.789063, 520.789063, 109.000000, 1120249333.333333
61, 1.016667, 0.676455, 22.116362, 21.453125, 521.453125, 109.000000, 1120239333.333333
62, 1.033333, 0.686122, 22.802484, 22.128906, 522.128906, 109.000000, 1120229333.333333
63, 1.050000, 0.695753, 23.498237, 22.816406, 522.816406, 109.000000, 1120219333.333333
64, 1.066667, 0.705348, 24.203585, 23.511719, 523.511719, 109.000000, 1120209333.333333
65, 1.083333, 0.714907, 24.918492, 24.218750, 524.218750, 109.000000, 1120199333.333333
66, 1.100000, 0.724430, 25.642922, 24.933594, 524.933594, 109.000000, 1120189333.333333
67, 1.116667, 0.733918, 26.376840, 25.656250, 525.656250, 109.000000, 1120179333.333333
68, 1.133333, 0.743370, 27.120210, 26.390625, 526.390625, 109.000000, 1120169333.333333
69, 1.150000, 0.752786, 27.872996, 27.132813, 527.132813, 109.000000, 1120159333.333333
70, 1.166667, 0.762167, 28.635163, 27.886719, 527.886719, 109.000000, 1120149333.333333
71, 1.183333, 0.771513, 29.406676, 28.648438, 528.648438, 109.000000, 1120139333.333333
72, 1.200000, 0.780824, 30.187500, 29.421875, 529.421875, 109.000000, 1120129333.333333
73, 1.216667, 0.790100, 30.977599, 30.203125, 530.203125, 109.000000, 1120119333.333333
74, 1.233333, 0.799341, 31.776940, 30.992188, 530.992188, 109.000000, 1120109333.333333
75, 1.250000, 0.808548, 32.585488, 31.792969, 531.792969, 109.000000, 1120099333.333333
76, 1.266667, 0.817720, 33.403208, 32.601563, 532.601563, 109.000000, 1120089333.333333
77, 1.283333, 0.826857, 34.230065, 33.417969, 533.417969, 109.000000, 1120079333.333333
78, 1.300000, 0.835961, 35.066025, 34.246094, 534.246094, 109.000000, 1120069333.333333
79, 1.316667, 0.845030, 35.911055, 35.082031, 535.082031, 109.000000, 1120059333.333333
80, 1.333333, 0.854065, 36.765120, 35.925781, 535.925781, 109.000000, 1120049333.333333
81, 1.350000, 0.863066, 37.628186, 36.781250, 536.781250, 109.000000, 1120039333.333333
82, 1.366667, 0.872034, 38.500220, 37.640625, 537.640625, 109.000000, 1120029333.333333
83, 1.383333, 0.880968, 39.381188, 38.515625, 538.515625, 109.000000, 1120019333.333333
84, 1.400000, 0.889868, 40.271056, 39.394531, 539.394531, 109.000000, 1120009333.333333
85, 1.416667, 0.898735, 41.169792, 40.285156, 540.285156, 109.000000, 1119999333.333333
86, 1.433333, 0.907569, 42.077361, 41.183594, 541.183594, 109.000000, 1119989333.333333
87, 1.450000, 0.916370, 42.993730, 42.089844, 542.089844, 109.000000, 1119979333.333333
88, 1.466667, 0.925137, 43.918868, 43.007813, 543.007813, 109.000000, 1119969333.333333
89, 1.483333, 0.933872, 44.852740, 43.933594, 543.933594, 109.000000, 1119959333.333333
90, 1.500000, 0.942574, 45.795314, 44.867188, 544.867188, 109.000000, 1119949333.333333
91, 1.516667, 0.951244, 46.746558, 45.808594, 545.808594, 109.000000, 1119939333.333333
92, 1.533333, 0.959881, 47.706439, 46.761719, 546.761719, 109.000000, 1119929333.333333
93, 1.550000, 0.968485, 48.674924, 47.722656, 547.722656, 109.000000, 1119919333.333333
94, 1.566667, 0.977057, 49.651981, 48.687500, 548.687500, 109.000000, 1119909333.333333
95, 1.583333, 0.985597, 50.637579, 49.667969, 549.667969, 109.000000, 1119899333.333333
96, 1.600000, 0.994106, 51.631684, 50.652344, 550.652344, 109.000000, 1119889333.333333
97, 1.616667, 1.002582, 52.634266, 51.644531, 551.644531, 109.000000, 1119879333.333333
98, 1.633333, 1.011026, 53.645292, 52.648438, 552.648438, 109.000000, 1119869333.333333
99, 1.650000, 1.019439, 54.664731, 53.660156, 553.660156, 109.000000, 1119859333.333333
100, 1.666667, 1.027820, 55.692550, 54.679688, 554.679688, 109.000000, 1119849333.333333
101, 1.683333, 1.036170, 56.728720, 55.707031, 555.707031, 109.000000, 1119839333.333333
102, 1.700000, 1.044488, 57.773208, 56.742188, 556.742188, 109.000000, 1119829333.333333
103, 1.716667, 1.052775, 58.825984, 57.789063, 557.789063, 109.000000, 1119819333.333333
104, 1.733333, 1.061031, 59.887015, 58.839844, 558.839844, 109.000000, 1119809333.333333
105, 1.750000, 1.069257, 60.956272, 59.902344, 559.902344, 109.000000, 1119799333.333333
106, 1.766667, 1.077451, 62.033723, 60.968750, 560.968750, 109.000000, 1119789333.333333
107, 1.783333, 1.085615, 63.119337, 62.046875, 562.046875, 109.000000, 1119779333.333333
108, 1.800000, 1.093748, 64.213085, 63.132813, 563.132813, 109.000000, 1119769333.333333
109, 1.816667, 1.101850, 65.314935, 64.226563, 564.226563, 109.000000, 1119759333.333333
110, 1.833333, 1.109922, 66.424858, 65.328125, 565.328125, 109.000000, 1119749333.333333
111, 1.850000, 1.117964, 67.542822, 66.437500, 566.437500, 109.000000, 1119739333.333333
112, 1.866667, 1.125976, 68.668798, 67.558594, 567.558594, 109.000000, 1119729333.333333
113, 1.883333, 1.133957, 69.802755, 68.683594, 568.683594, 109.000000, 1119719333.333333
114, 1.900000, 1.141909, 70.944664, 69.816406, 569.816406, 109.000000, 1119709333.333333
115, 1.916667, 1.149831, 72.094495, 70.957031, 570.957031, 109.000000, 1119699333.333333
116, 1.933333, 1.157723, 73.252219, 72.109375, 572.109375, 109.000000, 1119689333.333333
117, 1.950000, 1.165586, 74.417805, 73.265625, 573.265625, 109.000000, 1119679333.333333
118, 1.966667, 1.173419, 75.591224, 74.433594, 574.433594, 109.000000, 1119669333.333333
119, 1.983333, 1.181223, 76.772446, 75.605469, 575.605469, 109.000000, 1119659333.333333
120, 2.000000, 1.188997, 77.961444, 76.785156, 576.785156, 109.000000, 1119649333.333333
121, 2.016667, 1.196743, 79.158186, 77.976563, 577.976563, 109.000000, 1119639333.333333
122, 2.033333, 1.204459, 80.362645, 79.171875, 579.171875, 109.000000, 1119629333.333333
123, 2.050000, 1.212146, 81.574791, 80.375000, 580.375000, 109.000000, 1119619333.333333
124, 2.066667, 1.219805, 82.794596, 81.589844, 581.589844, 109.000000, 1119609333.333333
125, 2.083333, 1.227435, 84.022030, 82.808594, 582.808594, 109.000000, 1119599333.333333
126, 2.100000, 1.235036, 85.257066, 84.035156, 584.035156, 109.000000, 1119589333.333333
127, 2.116667, 1.242608, 86.499675, 85.269531, 585.269531, 109.000000, 1119579333.333333
128, 2.133333, 1.250153, 87.749827, 86.515625, 586.515625, 109.000000, 1119569333.333333
129, 2.150000, 1.257669, 89.007496, 87.765625, 587.765625, 109.000000, 1119559333.333333
130, 2.166667, 1.265156, 90.272652, 89.023438, 589.023438, 109.000000, 1119549333.333333
131, 2.183333, 1.272616, 91.545268, 90.285156, 590.285156, 109.000000, 1119539333.333333
132, 2.200000, 1.280048, 92.825316, 91.558594, 591.558594, 109.000000, 1119529333.333333
133, 2.216667, 1.287452, 94.112768, 92.839844, 592.839844, 109.000000, 1119519333.333333
134, 2.233333, 1.294828, 95.407596, 94.128906, 594.128906, 109.000000, 1119509333.333333
135, 2.250000, 1.302176, 96.709772, 95.421875, 595.421875, 109.000000, 1119499333.333333
136, 2.266667, 1.309497, 98.019270, 96.722656, 596.722656, 109.000000, 1119489333.333333
137, 2.283333, 1.316791, 99.336060, 98.035156, 598.035156, 109.000000, 1119479333.333333
138, 2.300000, 1.324057, 100.660117, 99.351563, 599.351563, 109.000000, 1119469333.333333
139, 2.316667, 1.331296, 101.991413, 100.675781, 600.675781, 109.000000, 1119459333.333333
140, 2.333333, 1.338507, 103.329920, 102.003906, 602.003906, 109.000000, 1119449333.333333
141, 2.350000, 1.345692, 104.675612, 103.343750, 603.343750, 109.000000, 1119439333.333333
142, 2.366667, 1.352850, 106.028462, 104.691406, 604.691406, 109.000000, 1119429333.333333
143, 2.383333, 1.359981, 107.388443, 106.042969, 606.042969, 109.000000, 1119419333.333333
144, 2.400000, 1.367085, 108.755528, 107.402344, 607.402344, 109.000000, 1119409333.333333
145, 2.416667, 1.374162, 110.129690, 108.769531, 608.769531, 109.000000, 1119399333.333333
146, 2.433333, 1.380000, 111.509690, 110.144531, 610.144531, 109.000000, 1119389333.333333
147, 2.450000, 1.380000, 112.889690, 111.523438, 611.523438, 109.000000, 1119379333.333333
148, 2.466667, 1.380000, 114.269690, 112.902344, 612.902344, 109.000000, 1119369333.333333
149, 2.483333, 1.380000, 115.649690, 114.285156, 614.285156, 109.000000, 1119359333.333333
150, 2.500000, 1.380000, 117.029690, 115.664063, 615.664063, 109.000000, 1119349333.333333
151, 2.516667, 1.380000, 118.409690, 117.042969, 617.042969, 109.000000, 1119339333.333333
152, 2.533333, 1.380000, 119.789690, 118.425781, 618.425781, 109.000000, 1119329333.333333
153, 2.550000, 1.380000, 121.169690, 119.804688, 619.804688, 109.000000, 1119319333.333333
154, 2.566667, 1.380000, 122.549690, 121.183594, 621.183594, 109.000000, 1119309333.333333
155, 2.583333, 1.380000, 123.929690, 122.562500, 622.562500, 109.000000, 1119299333.333333
156, 2.600000, 1.380000, 125.309690, 123.945313, 623.945313, 109.000000, 1119289333.333333
157, 2.616667, 1.380000, 126.689690, 125.324219, 625.324219, 109.000000, 1119279333.333333
158, 2.633333, 1.380000, 128.069690, 126.703125, 626.703125, 109.000000, 1119269333.333333
159, 2.650000, 1.380000, 129.449690, 128.082031, 628.082031, 109.000000, 1119259333.333333
160, 2.666667, 1.380000, 130.829690, 129.464844, 629.464844, 109.000000, 1119249333.333333
161, 2.683333, 1.380000, 132.209690, 130.843750, 630.843750, 109.000000, 1119239333.333333
162, 2.700000, 1.380000, 133.589690, 132.222656, 632.222656, 109.000000, 1119229333.333333
163, 2.716667, 1.380000, 134.969690, 133.605469, 633.605469, 109.000000, 1119219333.333333
164, 2.733333, 1.380000, 136.349690, 134.984375, 634.984375, 109.000000, 1119209333.333333
165, 2.750000, 1.380000, 137.729690, 136.363281, 636.363281, 109.000000, 1119199333.333333
166, 2.766667, 1.380000, 139.109690, 137.742188, 637.742188, 109.000000, 1119189333.333333
167, 2.783333, 1.380000, 140.489690, 139.125000, 639.125000, 109.000000, 1119179333.333333
168, 2.800000, 1.380000, 141.869690, 140.503906, 640.503906, 109.000000, 1119169333.333333
169, 2.816667, 1.380000, 143.249690, 141.882813, 641.882813, 109.000000, 1119159333.333333
170, 2.833333, 1.380000, 144.629690, 143.265625, 643.265625, 109.000000, 1119149333.333333
171, 2.850000, 1.380000, 146.009690, 144.644531, 644.644531, 109.000000, 1119139333.333333
172, 2.866667, 1.380000, 147.389690, 146.023438, 646.023438, 109.000000, 1119129333.333333
173, 2.883333, 1.380000, 148.769690, 147.402344, 647.402344, 109.000000, 1119119333.333333
174, 2.900000, 1.380000, 150.149690, 148.785156, 648.785156, 109.000000, 1119109333.333333
175, 2.916667, 1.380000, 151.529690, 150.164063, 650.164063, 109.000000, 1119099333.333333
176, 2.933333, 1.380000, 152.909690, 151.542969, 651.542969, 109.000000, 1119089333.333333
177, 2.950000, 1.380000, 154.289690, 152.925781, 652.925781, 109.000000, 1119079333.333333
178, 2.966667, 1.380000, 155.669690, 154.304688, 654.304688, 109.000000, 1119069333.333333
179, 2.983333, 1.380000, 157.049690, 155.683594, 655.683594, 109.000000, 1119059333.333333
180, 3.000000, 1.380000, 158.429690, 157.062500, 657.062500, 109.000000, 1119049333.333333
181, 3.016667, 1.380000, 159.809690, 158.445313, 658.445313, 109.000000, 1119039333.333333
182, 3.033333, 1.380000, 161.189690, 159.824219, 659.824219, 109.000000, 1119029333.333333
183, 3.050000, 1.380000, 162.569690, 161.203125, 661.203125, 109.000000, 1119019333.333333
184, 3.066667, 1.380000, 163.949690, 162.582031, 662.582031, 109.000000, 1119009333.333333
185, 3.083333, 1.380000, 165.329690, 163.964844, 663.964844, 109.000000, 1118999333.333333
186, 3.100000, 1.380000, 166.709690, 165.343750, 665.343750, 109.000000, 1118989333.333333
187, 3.116667, 1.380000, 168.089690, 166.722656, 666.722656, 109.000000, 1118979333.333333
188, 3.133333, 1.380000, 169.469690, 168.105469, 668.105469, 109.000000, 1118969333.333333
189, 3.150000, 1.380000, 170.849690, 169.484375, 669.484375, 109.000000, 1118959333.333333
190, 3.166667, 1.380000, 172.229690, 170.863281, 670.863281, 109.000000, 1118949333.333333
191, 3.183333, 1.380000, 173.609690, 172.242188, 672.242188, 109.000000, 1118939333.333333
192, 3.200000, 1.380000, 174.989690, 173.625000, 673.625000, 109.000000, 1118929333.333333
193, 3.216667, 1.380000, 176.369690, 175.003906, 675.003906, 109.000000, 1118919333.333333
194, 3.233333, 1.380000, 177.749690, 176.382813, 676.382813, 109.000000, 1118909333.333333
195, 3.250000, 1.380000, 179.129690, 177.765625, 677.765625, 109.000000, 1118899333.333333
196, 3.266667, 1.380000, 180.509690, 179.144531, 679.144531, 109.000000, 1118889333.333333
197, 3.283333, 1.380000, 181.889690, 180.523438, 680.523438, 109.000000, 1118879333.333333
198, 3.300000, 1.380000, 183.269690, 181.902344, 681.902344, 109.000000, 1118869333.333333
199, 3.316667, 1.380000, 184.649690, 183.285156, 683.285156, 109.000000, 1118859333.333333
200, 3.333333, 1.380000, 186.029690, 184.664063, 684.664063, 109.000000, 1118849333.333333
201, 3.350000, 1.380000, 187.409690, 186.042969, 686.042969, 109.000000, 1118839333.333333
202, 3.366667, 1.380000, 188.789690, 187.425781, 687.425781, 109.000000, 1118829333.333333
203, 3.383333, 1.380000, 190.169690, 188.804688, 688.804688, 109.000000, 1118819333.333333
204, 3.400000, 1.380000, 191.549690, 190.183594, 690.183594, 109.000000, 1118809333.333333
205, 3.416667, 1.380000, 192.929690, 191.562500, 691.562500, 109.000000, 1118799333.333333
206, 3.433333, 1.380000, 194.309690, 192.945313, 692.945313, 109.000000, 1118789333.333333
207, 3.450000, 1.380000, 195.689690, 194.324219, 694.324219, 109.000000, 1118779333.333333
208, 3.466667, 1.380000, 197.069690, 195.703125, 695.703125, 109.000000, 1118769333.333333
209, 3.483333, 1.380000, 198.449690, 197.082031, 697.082031, 109.000000, 1118759333.333333
210, 3.500000, 1.380000, 199.829690, 198.464844, 698.464844, 109.000000, 1118749333.333333
211, 3.516667, 1.380000, 201.209690, 199.843750, 699.843750, 109.000000, 1118739333.333333
212, 3.533333, 1.380000, 202.589690, 201.222656, 701.222656, 109.000000, 1118729333.333333
213, 3.550000, 1.380000, 203.969690, 202.605469, 702.605469, 109.000000, 1118719333.333333
214, 3.566667, 1.380000, 205.349690, 203.984375, 703.984375, 109.000000, 1118709333.333333
215, 3.583333, 1.380000, 206.729690, 205.363281, 705.363281, 109.000000, 1118699333.333333
216, 3.600000, 1.380000, 208.109690, 206.742188, 706.742188, 109.000000, 1118689333.333333
217, 3.616667, 1.380000, 209.489690, 208.125000, 708.125000, 109.000000, 1118679333.333333
218, 3.633333, 1.380000, 210.869690, 209.503906, 709.503906, 109.000000, 1118669333.333333
219, 3.650000, 1.380000, 212.249690, 210.882813, 710.882813, 109.000000, 1118659333.333333
220, 3.666667, 1.380000, 213.629690, 212.265625, 712.265625, 109.000000, 1118649333.333333
221, 3.683333, 1.380000, 215.009690, 213.644531, 713.644531, 109.000000, 1118639333.333333
222, 3.700000, 1.380000, 216.389690, 215.023438, 715.023438, 109.000000, 1118629333.333333
223, 3.716667, 1.380000, 217.769690, 216.402344, 716.402344, 109.000000, 1118619333.333333
224, 3.733333, 1.380000, 219.149690, 217.785156, 717.785156, 109.000000, 1118609333.333333
225, 3.750000, 1.380000, 220.529690, 219.164063, 719.164063, 109.000000, 1118599333.333333
226, 3.766667, 1.380000, 221.909690, 220.542969, 720.542969, 109.000000, 1118589333.333333
227, 3.783333, 1.380000, 223.289690, 221.925781, 721.925781, 109.000000, 1118579333.333333
228, 3.800000, 1.380000, 224.669690, 223.304688, 723.304688, 109.000000, 1118569333.333333
229, 3.816667, 1.380000, 226.049690, 224.683594, 724.683594, 109.000000, 1118559333.333333
230, 3.833333, 1.380000, 227.429690, 226.062500, 726.062500, 109.000000, 1118549333.333333
231, 3.850000, 1.380000, 228.809690, 227.445313, 727.445313, 109.000000, 1118539333.333333
232, 3.866667, 1.380000, 230.189690, 228.824219, 728.824219, 109.000000, 1118529333.333333
233, 3.883333, 1.380000, 231.569690, 230.203125, 730.203125, 109.000000, 1118519333.333333
234, 3.900000, 1.380000, 232.949690, 231.582031, 731.582031, 109.000000, 1118509333.333333
235, 3.916667, 1.380000, 234.329690, 232.964844, 732.964844, 109.000000, 1118499333.333333
236, 3.933333, 1.380000, 235.709690, 234.343750, 734.343750, 109.000000, 1118489333.333333
237, 3.950000, 1.380000, 237.089690, 235.722656, 735.722656, 109.000000, 1118479333.333333
238, 3.966667, 1.380000, 238.469690, 237.105469, 737.105469, 109.000000, 1118469333.333333
239, 3.983333, 1.380000, 239.849690, 238.484375, 738.484375, 109.000000, 1118459333.333333
240, 4.000000, 1.380000, 241.229690, 239.863281, 739.863281, 109.000000, 1118449333.333333
241, 4.016667, 1.380000, 242.609690, 241.242188, 741.242188, 109.000000, 1118439333.333333
242, 4.033333, 1.380000, 243.989690, 242.625000, 742.625000, 109.000000, 1118429333.333333
243, 4.050000, 1.380000, 245.369690, 244.003906, 744.003906, 109.000000, 1118419333.333333
244, 4.066667, 1.380000, 246.749690, 245.382813, 745.382813, 109.000000, 1118409333.333333
245, 4.083333, 1.380000, 248.129690, 246.765625, 746.765625, 109.000000, 1118399333.333333
246, 4.100000, 1.380000, 249.509690, 248.144531, 748.144531, 109.000000, 1118389333.333333
247, 4.116667, 1.380000, 250.889690, 249.523438, 749.523438, 109.000000, 1118379333.333333
248, 4.133333, 1.380000, 252.269690, 250.902344, 750.902344, 109.000000, 1118369333.333333
249, 4.150000, 1.380000, 253.649690, 252.285156, 752.285156, 109.000000, 1118359333.333333
250, 4.166667, 1.380000, 255.029690, 253.664063, 753.664063, 109.000000, 1118349333.333333
251, 4.183333, 1.380000, 256.409690, 255.042969, 755.042969, 109.000000, 1118339333.333333
252, 4.200000, 1.380000, 257.789690, 256.425781, 756.425781, 109.000000, 1118329333.333333
253, 4.216667, 1.380000, 259.169690, 257.804688, 757.804688, 109.000000, 1118319333.333333
254, 4.233333, 1.380000, 260.549690, 259.183594, 759.183594, 109.000000, 1118309333.333333
255, 4.250000, 1.380000, 261.929690, 260.562500, 760.562500, 109.000000, 1118299333.333333
256, 4.266667, 1.380000, 263.309690, 261.945313, 761.945313, 109.000000, 1118289333.333333
257, 4.283333, 1.380000, 264.689690, 263.324219, 763.324219, 109.000000, 1118279333.333333
258, 4.300000, 1.380000, 266.069690, 264.703125, 764.703125, 109.000000, 1118269333.333333
259, 4.316667, 1.380000, 267.449690, 266.082031, 766.082031, 109.000000, 1118259333.333333
260, 4.333333, 1.380000, 268.829690, 267.464844, 767.464844, 109.000000, 1118249333.333333
261, 4.350000, 1.380000, 270.209690, 268.843750, 768.843750, 109.000000, 1118239333.333333
262, 4.366667, 1.380000, 271.589690, 270.222656, 770.222656, 109.000000, 1118229333.333333
263, 4.383333, 1.380000, 272.969690, 271.605469, 771.605469, 109.000000, 1118219333.333333
264, 4.400000, 1.380000, 274.349690, 272.984375, 772.984375, 109.000000, 1118209333.333333
265, 4.416667, 1.380000, 275.729690, 274.363281, 774.363281, 109.000000, 1118199333.333333
266, 4.433333, 1.380000, 277.109690, 275.742188, 775.742188, 109.000000, 1118189333.333333
267, 4.450000, 1.380000, 278.489690, 277.125000, 777.125000, 109.000000, 1118179333.333333
268, 4.466667, 1.380000, 279.869690, 278.503906, 778.503906, 109.000000, 1118169333.333333
269, 4.483333, 1.380000, 281.249690, 279.882813, 779.882813, 109.000000, 1118159333.333333
270, 4.500000, 1.380000, 282.629690, 281.265625, 781.265625, 109.000000, 1118149333.333333
271, 4.516667, 1.380000, 284.009690, 282.644531, 782.644531, 109.000000, 1118139333.333333
272, 4.533333, 1.380000, 285.389690, 284.023438, 784.023438, 109.000000, 1118129333.333333
273, 4.550000, 1.380000, 286.769690, 285.402344, 785.402344, 109.000000, 1118119333.333333
274, 4.566667, 1.380000, 288.149690, 286.785156, 786.785156, 109.000000, 1118109333.333333
275, 4.583333, 1.380000, 289.529690, 288.164063, 788.164063, 109.000000, 1118099333.333333
276, 4.600000, 1.380000, 290.909690, 289.542969, 789.542969, 109.000000, 1118089333.333333
277, 4.616667, 1.380000, 292.289690, 290.925781, 790.925781, 109.000000, 1118079333.333333
278, 4.633333, 1.380000, 293.669690, 292.304688, 792.304688, 109.000000, 1118069333.333333
279, 4.650000, 1.380000, 295.049690, 293.683594, 793.683594, 109.000000, 1118059333.333333
280, 4.666667, 1.380000, 296.429690, 295.062500, 795.062500, 109.000000, 1118049333.333333
281, 4.683333, 1.380000, 297.809690, 296.445313, 796.445313, 109.000000, 1118039333.333333
282, 4.700000, 1.380000, 299.189690, 297.824219, 797.824219, 109.000000, 1118029333.333333
283, 4.716667, 1.380000, 300.569690, 299.203125, 799.203125, 109.000000, 1118019333.333333
284, 4.733333, 1.380000, 301.949690, 300.582031, 800.582031, 109.000000, 1118009333.333333
285, 4.750000, 1.380000, 303.329690, 301.964844, 801.964844, 109.000000, 1117999333.333333
286, 4.766667, 1.380000, 304.709690, 303.343750, 803.343750, 109.000000, 1117989333.333333
287, 4.783333, 1.380000, 306.089690, 304.722656, 804.722656, 109.000000, 1117979333.333333
288, 4.800000, 1.380000, 307.469690, 306.105469, 806.105469, 109.000000, 1117969333.333333
289, 4.816667, 1.380000, 308.849690, 307.484375, 807.484375, 109.000000, 1117959333.333333
290, 4.833333, 1.380000, 310.229690, 308.863281, 808.863281, 109.000000, 1117949333.333333
291, 4.850000, 1.380000, 311.609690, 310.242188, 810.242188, 109.000000, 1117939333.333333
292, 4.866667, 1.380000, 312.989690, 311.625000, 811.625000, 109.000000, 1117929333.333333
293, 4.883333, 1.380000, 314.369690, 313.003906, 813.003906, 109.000000, 1117919333.333333
294, 4.900000, 1.380000, 315.749690, 314.382813, 814.382813, 109.000000, 1117909333.333333
295, 4.916667, 1.380000, 317.129690, 315.765625, 815.765625, 109.000000, 1117899333.333333
