tick, sec, speed, distance, spdacm, x, y, energy
115, 1.916667, 1.149831, 72.094495, 70.957031, 570.957031, 109.000000, 1107709333.333333
116, 1.933333, 1.157723, 73.252219, 72.109375, 572.109375, 109.000000, 1107699333.333333
117, 1.950000, 1.165586, 74.417805, 73.265625, 573.265625, 109.000000, 1107689333.333333
118, 1.966667, 1.173419, 75.591224, 74.433594, 574.433594, 109.000000, 1107679333.333333
119, 1.983333, 1.181223, 76.772446, 75.605469, 575.605469, 109.000000, 1107669333.333333
120, 2.000000, 1.188997, 77.961444, 76.785156, 576.785156, 109.000000, 1107659333.333333
121, 2.016667, 1.196743, 79.158186, 77.976563, 577.976563, 109.000000, 1107649333.333333
122, 2.033333, 1.204459, 80.362645, 79.171875, 579.171875, 109.000000, 1107639333.333333
123, 2.050000, 1.212146, 81.574791, 80.375000, 580.375000, 109.000000, 1107629333.333333
124, 2.066667, 1.219805, 82.794596, 81.589844, 581.589844, 109.000000, 1107619333.333333
125, 2.083333, 1.227435, 84.022030, 82.808594, 582.808594, 109.000000, 1107609333.333333
126, 2.100000, 1.235036, 85.257066, 84.035156, 584.035156, 109.000000, 1107599333.333333
127, 2.116667, 1.242608, 86.499675, 85.269531, 585.269531, 109.000000, 1107589333.333333
128, 2.133333, 1.250153, 87.749827, 86.515625, 586.515625, 109.000000, 1107579333.333333
129, 2.150000, 1.257669, 89.007496, 87.765625, 587.765625, 109.000000, 1107569333.333333
130, 2.166667, 1.265156, 90.272652, 89.023438, 589.023438, 109.000000, 1107559333.333333
131, 2.183333, 1.272616, 91.545268, 90.285156, 590.285156, 109.000000, 1107549333.333333
132, 2.200000, 1.280048, 92.825316, 91.558594, 591.558594, 109.000000, 1107539333.333333
133, 2.216667, 1.287452, 94.112768, 92.839844, 592.839844, 109.000000, 1107529333.333333
134, 2.233333, 1.294828, 95.407596, 94.128906, 594.128906, 109.000000, 1107519333.333333
135, 2.250000, 1.302176, 96.709772, 95.421875, 595.421875, 109.000000, 1107509333.333333
136, 2.266667, 1.309497, 98.019270, 96.722656, 596.722656, 109.000000, 1107499333.333333
137, 2.283333, 1.316791, 99.336060, 98.035156, 598.035156, 109.000000, 1107489333.333333
138, 2.300000, 1.324057, 100.660117, 99.351563, 599.351563, 109.000000, 1107479333.333333
139, 2.316667, 1.331296, 101.991413, 100.675781, 600.675781, 109.000000, 1107469333.333333
140, 2.333333, 1.338507, 103.329920, 102.003906, 602.003906, 109.000000, 1107459333.333333
141, 2.350000, 1.345692, 104.675612, 103.343750, 603.343750, 109.000000, 1107449333.333333
142, 2.366667, 1.352850, 106.028462, 104.691406, 604.691406, 109.000000, 1107439333.333333
143, 2.383333, 1.359981, 107.388443, 106.042969, 606.042969, 109.000000, 1107429333.333333
144, 2.400000, 1.367085, 108.755528, 107.402344, 607.402344, 109.000000, 1107419333.333333
145, 2.416667, 1.374162, 110.129690, 108.769531, 608.769531, 109.000000, 1107409333.333333
146, 2.433333, 1.380000, 111.509690, 110.144531, 610.144531, 109.000000, 1107399333.333333
147, 2.450000, 1.380000, 112.889690, 111.523438, 611.523438, 109.000000, 1107389333.333333
148, 2.466667, 1.380000, 114.269690, 112.902344, 612.902344, 109.000000, 1107379333.333333
149, 2.483333, 1.380000, 115.649690, 114.285156, 614.285156, 109.000000, 1107369333.333333
150, 2.500000, 1.380000, 117.029690, 115.664063, 615.664063, 109.000000, 1107359333.333333
151, 2.516667, 1.380000, 118.409690, 117.042969, 617.042969, 109.000000, 1107349333.333333
152, 2.533333, 1.380000, 119.789690, 118.425781, 618.425781, 109.000000, 1107339333.333333
153, 2.550000, 1.380000, 121.169690, 119.804688, 619.804688, 109.000000, 1107329333.333333
154, 2.566667, 1.380000, 122.549690, 121.183594, 621.183594, 109.000000, 1107319333.333333
155, 2.583333, 1.380000, 123.929690, 122.562500, 622.562500, 109.000000, 1107309333.333333
156, 2.600000, 1.380000, 125.309690, 123.945313, 623.945313, 109.000000, 1107299333.333333
157, 2.616667, 1.380000, 126.689690, 125.324219, 625.324219, 109.000000, 1107289333.333333
158, 2.633333, 1.380000, 128.069690, 126.703125, 626.703125, 109.000000, 1107279333.333333
159, 2.650000, 1.380000, 129.449690, 128.082031, 628.082031, 109.000000, 1107269333.333333
160, 2.666667, 1.380000, 130.829690, 129.464844, 629.464844, 109.000000, 1107259333.333333
161, 2.683333, 1.380000, 132.209690, 130.843750, 630.843750, 109.000000, 1107249333.333333
162, 2.700000, 1.380000, 133.589690, 132.222656, 632.222656, 109.000000, 1107239333.333333
163, 2.716667, 1.380000, 134.969690, 133.605469, 633.605469, 109.000000, 1107229333.333333
164, 2.733333, 1.380000, 136.349690, 134.984375, 634.984375, 109.000000, 1107219333.333333
165, 2.750000, 1.380000, 137.729690, 136.363281, 636.363281, 109.000000, 1107209333.333333
166, 2.766667, 1.380000, 139.109690, 137.742188, 637.742188, 109.000000, 1107199333.333333
167, 2.783333, 1.380000, 140.489690, 139.125000, 639.125000, 109.000000, 1107189333.333333
168, 2.800000, 1.380000, 141.869690, 140.503906, 640.503906, 109.000000, 1107179333.333333
169, 2.816667, 1.380000, 143.249690, 141.882813, 641.882813, 109.000000, 1107169333.333333
170, 2.833333, 1.380000, 144.629690, 143.265625, 643.265625, 109.000000, 1107159333.333333
171, 2.850000, 1.380000, 146.009690, 144.644531, 644.644531, 109.000000, 1107149333.333333
172, 2.866667, 1.380000, 147.389690, 146.023438, 646.023438, 109.000000, 1107139333.333333
173, 2.883333, 1.380000, 148.769690, 147.402344, 647.402344, 109.000000, 1107129333.333333
174, 2.900000, 1.380000, 150.149690, 148.785156, 648.785156, 109.000000, 1107119333.333333
175, 2.916667, 1.380000, 151.529690, 150.164063, 650.164063, 109.000000, 1107109333.333333
176, 2.933333, 1.380000, 152.909690, 151.542969, 651.542969, 109.000000, 1107099333.333333
177, 2.950000, 1.380000, 154.289690, 152.925781, 652.925781, 109.000000, 1107089333.333333
178, 2.966667, 1.380000, 155.669690, 154.304688, 654.304688, 109.000000, 1107079333.333333
179, 2.983333, 1.380000, 157.049690, 155.683594, 655.683594, 109.000000, 1107069333.333333
180, 3.000000, 1.380000, 158.429690, 157.062500, 657.062500, 109.000000, 1107059333.333333
181, 3.016667, 1.380000, 159.809690, 158.445313, 658.445313, 109.000000, 1107049333.333333
182, 3.033333, 1.380000, 161.189690, 159.824219, 659.824219, 109.000000, 1107039333.333333
183, 3.050000, 1.380000, 162.569690, 161.203125, 661.203125, 109.000000, 1107029333.333333
184, 3.066667, 1.380000, 163.949690, 162.582031, 662.582031, 109.000000, 1107019333.333333
185, 3.083333, 1.380000, 165.329690, 163.964844, 663.964844, 109.000000, 1107009333.333333
186, 3.100000, 1.380000, 166.709690, 165.343750, 665.343750, 109.000000, 1106999333.333333
187, 3.116667, 1.380000, 168.089690, 166.722656, 666.722656, 109.000000, 1106989333.333333
188, 3.133333, 1.380000, 169.469690, 168.105469, 668.105469, 109.000000, 1106979333.333333
189, 3.150000, 1.380000, 170.849690, 169.484375, 669.484375, 109.000000, 1106969333.333333
190, 3.166667, 1.380000, 172.229690, 170.863281, 670.863281, 109.000000, 1106959333.333333
191, 3.183333, 1.380000, 173.609690, 172.242188, 672.242188, 109.000000, 1106949333.333333
192, 3.200000, 1.380000, 174.989690, 173.625000, 673.625000, 109.000000, 1106939333.333333
193, 3.216667, 1.380000, 176.369690, 175.003906, 675.003906, 109.000000, 1106929333.333333
194, 3.233333, 1.380000, 177.749690, 176.382813, 676.382813, 109.000000, 1106919333.333333
195, 3.250000, 1.380000, 179.129690, 177.765625, 677.765625, 109.000000, 1106909333.333333
196, 3.266667, 1.380000, 180.509690, 179.144531, 679.144531, 109.000000, 1106899333.333333
197, 3.283333, 1.380000, 181.889690, 180.523438, 680.523438, 109.000000, 1106889333.333333
198, 3.300000, 1.380000, 183.269690, 181.902344, 681.902344, 109.000000, 1106879333.333333
199, 3.316667, 1.380000, 184.649690, 183.285156, 683.285156, 109.000000, 1106869333.333333
200, 3.333333, 1.380000, 186.029690, 184.664063, 684.664063, 109.000000, 1106859333.333333
201, 3.350000, 1.380000, 187.409690, 186.042969, 686.042969, 109.000000, 1106849333.333333
202, 3.366667, 1.380000, 188.789690, 187.425781, 687.425781, 109.000000, 1106839333.333333
203, 3.383333, 1.380000, 190.169690, 188.804688, 688.804688, 109.000000, 1106829333.333333
204, 3.400000, 1.380000, 191.549690, 190.183594, 690.183594, 109.000000, 1106819333.333333
205, 3.416667, 1.380000, 192.929690, 191.562500, 691.562500, 109.000000, 1106809333.333333
206, 3.433333, 1.380000, 194.309690, 192.945313, 692.945313, 109.000000, 1106799333.333333
207, 3.450000, 1.380000, 195.689690, 194.324219, 694.324219, 109.000000, 1106789333.333333
208, 3.466667, 1.380000, 197.069690, 195.703125, 695.703125, 109.000000, 1106779333.333333
209, 3.483333, 1.380000, 198.449690, 197.082031, 697.082031, 109.000000, 1106769333.333333
210, 3.500000, 1.380000, 199.829690, 198.464844, 698.464844, 109.000000, 1106759333.333333
211, 3.516667, 1.380000, 201.209690, 199.843750, 699.843750, 109.000000, 1106749333.333333
212, 3.533333, 1.380000, 202.589690, 201.222656, 701.222656, 109.000000, 1106739333.333333
213, 3.550000, 1.380000, 203.969690, 202.605469, 702.605469, 109.000000, 1106729333.333333
214, 3.566667, 1.380000, 205.349690, 203.984375, 703.984375, 109.000000, 1106719333.333333
215, 3.583333, 1.380000, 206.729690, 205.363281, 705.363281, 109.000000, 1106709333.333333
216, 3.600000, 1.380000, 208.109690, 206.742188, 706.742188, 109.000000, 1106699333.333333
217, 3.616667, 1.380000, 209.489690, 208.125000, 708.125000, 109.000000, 1106689333.333333
218, 3.633333, 1.380000, 210.869690, 209.503906, 709.503906, 109.000000, 1106679333.333333
219, 3.650000, 1.380000, 212.249690, 210.882813, 710.882813, 109.000000, 1106669333.333333
220, 3.666667, 1.380000, 213.629690, 212.265625, 712.265625, 109.000000, 1106659333.333333
221, 3.683333, 1.380000, 215.009690, 213.644531, 713.644531, 109.000000, 1106649333.333333
222, 3.700000, 1.380000, 216.389690, 215.023438, 715.023438, 109.000000, 1106639333.333333
223, 3.716667, 1.380000, 217.769690, 216.402344, 716.402344, 109.000000, 1106629333.333333
224, 3.733333, 1.380000, 219.149690, 217.785156, 717.785156, 109.000000, 1106619333.333333
225, 3.750000, 1.380000, 220.529690, 219.164063, 719.164063, 109.000000, 1106609333.333333
226, 3.766667, 1.380000, 221.909690, 220.542969, 720.542969, 109.000000, 1106599333.333333
227, 3.783333, 1.380000, 223.289690, 221.925781, 721.925781, 109.000000, 1106589333.333333
228, 3.800000, 1.380000, 224.669690, 223.304688, 723.304688, 109.000000, 1106579333.333333
229, 3.816667, 1.380000, 226.049690, 224.683594, 724.683594, 109.000000, 1106569333.333333
230, 3.833333, 1.380000, 227.429690, 226.062500, 726.062500, 109.000000, 1106559333.333333
231, 3.850000, 1.380000, 228.809690, 227.445313, 727.445313, 109.000000, 1106549333.333333
232, 3.866667, 1.380000, 230.189690, 228.824219, 728.824219, 109.000000, 1106539333.333333
233, 3.883333, 1.380000, 231.569690, 230.203125, 730.203125, 109.000000, 1106529333.333333
234, 3.900000, 1.380000, 232.949690, 231.582031, 731.582031, 109.000000, 1106519333.333333
235, 3.916667, 1.380000, 234.329690, 232.964844, 732.964844, 109.000000, 1106509333.333333
236, 3.933333, 1.380000, 235.709690, 234.343750, 734.343750, 109.000000, 1106499333.333333
237, 3.950000, 1.380000, 237.089690, 235.722656, 735.722656, 109.000000, 1106489333.333333
238, 3.966667, 1.380000, 238.469690, 237.105469, 737.105469, 109.000000, 1106479333.333333
239, 3.983333, 1.380000, 239.849690, 238.484375, 738.484375, 109.000000, 1106469333.333333
240, 4.000000, 1.380000, 241.229690, 239.863281, 739.863281, 109.000000, 1106459333.333333
241, 4.016667, 1.380000, 242.609690, 241.242188, 741.242188, 109.000000, 1106449333.333333
242, 4.033333, 1.380000, 243.989690, 242.625000, 742.625000, 109.000000, 1106439333.333333
243, 4.050000, 1.380000, 245.369690, 244.003906, 744.003906, 109.000000, 1106429333.333333
244, 4.066667, 1.380000, 246.749690, 245.382813, 745.382813, 109.000000, 1106419333.333333
245, 4.083333, 1.380000, 248.129690, 246.765625, 746.765625, 109.000000, 1106409333.333333
246, 4.100000, 1.380000, 249.509690, 248.144531, 748.144531, 109.000000, 1106399333.333333
247, 4.116667, 1.380000, 250.889690, 249.523438, 749.523438, 109.000000, 1106389333.333333
248, 4.133333, 1.380000, 252.269690, 250.902344, 750.902344, 109.000000, 1106379333.333333
249, 4.150000, 1.380000, 253.649690, 252.285156, 752.285156, 109.000000, 1106369333.333333
250, 4.166667, 1.380000, 255.029690, 253.664063, 753.664063, 109.000000, 1106359333.333333
251, 4.183333, 1.380000, 256.409690, 255.042969, 755.042969, 109.000000, 1106349333.333333
252, 4.200000, 1.380000, 257.789690, 256.425781, 756.425781, 109.000000, 1106339333.333333
253, 4.216667, 1.380000, 259.169690, 257.804688, 757.804688, 109.000000, 1106329333.333333
254, 4.233333, 1.380000, 260.549690, 259.183594, 759.183594, 109.000000, 1106319333.333333
255, 4.250000, 1.380000, 261.929690, 260.562500, 760.562500, 109.000000, 1106309333.333333
256, 4.266667, 1.380000, 263.309690, 261.945313, 761.945313, 109.000000, 1106299333.333333
257, 4.283333, 1.380000, 264.689690, 263.324219, 763.324219, 109.000000, 1106289333.333333
258, 4.300000, 1.380000, 266.069690, 264.703125, 764.703125, 109.000000, 1106279333.333333
259, 4.316667, 1.380000, 267.449690, 266.082031, 766.082031, 109.000000, 1106269333.333333
260, 4.333333, 1.380000, 268.829690, 267.464844, 767.464844, 109.000000, 1106259333.333333
261, 4.350000, 1.380000, 270.209690, 268.843750, 768.843750, 109.000000, 1106249333.333333
262, 4.366667, 1.380000, 271.589690, 270.222656, 770.222656, 109.000000, 1106239333.333333
263, 4.383333, 1.380000, 272.969690, 271.605469, 771.605469, 109.000000, 1106229333.333333
264, 4.400000, 1.380000, 274.349690, 272.984375, 772.984375, 109.000000, 1106219333.333333
265, 4.416667, 1.380000, 275.729690, 274.363281, 774.363281, 109.000000, 1106209333.333333
266, 4.433333, 1.380000, 277.109690, 275.742188, 775.742188, 109.000000, 1106199333.333333
267, 4.450000, 1.380000, 278.489690, 277.125000, 777.125000, 109.000000, 1106189333.333333
268, 4.466667, 1.380000, 279.869690, 278.503906, 778.503906, 109.000000, 1106179333.333333
269, 4.483333, 1.380000, 281.249690, 279.882813, 779.882813, 109.000000, 1106169333.333333
270, 4.500000, 1.380000, 282.629690, 281.265625, 781.265625, 109.000000, 1106159333.333333
271, 4.516667, 1.380000, 284.009690, 282.644531, 782.644531, 109.000000, 1106149333.333333
272, 4.533333, 1.380000, 285.389690, 284.023438, 784.023438, 109.000000, 1106139333.333333
273, 4.550000, 1.380000, 286.769690, 285.402344, 785.402344, 109.000000, 1106129333.333333
274, 4.566667, 1.380000, 288.149690, 286.785156, 786.785156, 109.000000, 1106119333.333333
275, 4.583333, 1.380000, 289.529690, 288.164063, 788.164063, 109.000000, 1106109333.333333
276, 4.600000, 1.380000, 290.909690, 289.542969, 789.542969, 109.000000, 1106099333.333333
277, 4.616667, 1.380000, 292.289690, 290.925781, 790.925781, 109.000000, 1106089333.333333
278, 4.633333, 1.380000, 293.669690, 292.304688, 792.304688, 109.000000, 1106079333.333333
279, 4.650000, 1.380000, 295.049690, 293.683594, 793.683594, 109.000000, 1106069333.333333
280, 4.666667, 1.380000, 296.429690, 295.062500, 795.062500, 109.000000, 1106059333.333333
281, 4.683333, 1.380000, 297.809690, 296.445313, 796.445313, 109.000000, 1106049333.333333
282, 4.700000, 1.380000, 299.189690, 297.824219, 797.824219, 109.000000, 1106039333.333333
283, 4.716667, 1.380000, 300.569690, 299.203125, 799.203125, 109.000000, 1106029333.333333
284, 4.733333, 1.380000, 301.949690, 300.582031, 800.582031, 109.000000, 1106019333.333333
285, 4.750000, 1.380000, 303.329690, 301.964844, 801.964844, 109.000000, 1106009333.333333
286, 4.766667, 1.380000, 304.709690, 303.343750, 803.343750, 109.000000, 1105999333.333333
287, 4.783333, 1.380000, 306.089690, 304.722656, 804.722656, 109.000000, 1105989333.333333
288, 4.800000, 1.380000, 307.469690, 306.105469, 806.105469, 109.000000, 1105979333.333333
289, 4.816667, 1.380000, 308.849690, 307.484375, 807.484375, 109.000000, 1105969333.333333
290, 4.833333, 1.380000, 310.229690, 308.863281, 808.863281, 109.000000, 1105959333.333333
291, 4.850000, 1.380000, 311.609690, 310.242188, 810.242188, 109.000000, 1105949333.333333
292, 4.866667, 1.380000, 312.989690, 311.625000, 811.625000, 109.000000, 1105939333.333333
293, 4.883333, 1.380000, 314.369690, 313.003906, 813.003906, 109.000000, 1105929333.333333
294, 4.900000, 1.380000, 315.749690, 314.382813, 814.382813, 109.000000, 1105919333.333333
295, 4.916667, 1.380000, 317.129690, 315.765625, 815.765625, 109.000000, 1105909333.333333
